step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z
28,0,0,1.81462467,0.503333151,-0.0150000397,3.5146246,0.620000005,-0.0300000794,5.21462488,1.12333322,0,6.91462564,1.24000001,-0.0150000397,8.61462498,1.7433331,-0.0300000794,10.3146248,1.86000001,0,12.0146255,2.36333323,-0.0150000397,13.7146254
29,0,0,1.73287463,0.509999812,-0.0200000405,3.43287468,0.620000005,-0.0400000811,5.13287497,1.12999988,0,6.83287573,1.24000001,-0.0200000405,8.53287506,1.74999976,-0.0400000811,10.2328749,1.86000001,0,11.9328756,2.36999989,-0.0200000405,13.6328754
30,0,0,1.64839959,0.516666472,-0.0250000414,3.34839964,0.620000005,-0.0500000827,5.04839993,1.13666654,0,6.74840069,1.24000001,-0.0250000414,8.4484005,1.75666642,-0.0500000827,10.1484003,1.86000001,0,11.8484011,2.37666655,-0.0250000414,13.5484009
31,0,0,1.56119955,0.523333132,-0.0300000422,3.26119971,0.620000005,-0.0600000843,4.96119976,1.1433332,0,6.66120052,1.24000001,-0.0300000422,8.36120033,1.76333308,-0.0600000843,10.0612001,1.86000001,0,11.7612009,2.38333321,-0.0300000422,13.4612007
32,0,0,1.4712745,0.529999793,-0.0350000411,3.17127466,0.620000005,-0.0700000823,4.87127495,1.14999986,0,6.57127571,1.24000001,-0.0350000411,8.27127552,1.76999974,-0.0700000823,9.97127533,1.86000001,0,11.6712761,2.38999987,-0.0350000411,13.3712759
33,0,0,1.37862444,0.536666453,-0.0400000401,3.07862473,0.620000005,-0.0800000802,4.77862501,1.15666652,0,6.47862577,1.24000001,-0.0400000401,8.17862511,1.7766664,-0.0800000802,9.87862492,1.86000001,0,11.5786257,2.39666653,-0.0400000401,13.2786255
34,0,0,1.2832495,0.543333113,-0.045000039,2.98324966,0.620000005,-0.0900000781,4.68324995,1.16333318,0,6.38325071,1.24000001,-0.045000039,8.08325005,1.78333306,-0.0900000781,9.78324986,1.86000001,0,11.4832506,2.40333319,-0.045000039,13.1832504
35,0,0,1.18514955,0.549999774,-0.050000038,2.88514972,0.620000005,-0.100000076,4.58514977,1.16999984,0,6.28515053,1.24000001,-0.050000038,7.98514986,1.78999972,-0.100000076,9.68515015,1.86000001,0,11.3851509,2.40999985,-0.050000038,13.0851507
36,0,0,1.0843246,0.556666434,-0.055000037,2.78432465,0.620000005,-0.110000074,4.48432493,1.1766665,0,6.1843257,1.24000001,-0.055000037,7.88432503,1.79666638,-0.110000074,9.58432484,1.86000001,0,11.2843256,2.41666651,-0.055000037,12.9843254
37,0,0,0.980774641,0.563333094,-0.0600000359,2.68077469,0.620000005,-0.120000072,4.38077497,1.18333316,0,6.08077574,1.24000001,-0.0600000359,7.78077507,1.80333304,-0.120000072,9.48077488,1.86000001,0,11.1807756,2.42333317,-0.0600000359,12.8807755
38,0,0,0.874499679,0.569999754,-0.0650000349,2.57449961,0.620000005,-0.13000007,4.27449989,1.18999982,0,5.97450066,1.24000001,-0.0650000349,7.67449999,1.8099997,-0.13000007,9.37450027,1.86000001,0,11.074501,2.42999983,-0.0650000349,12.7745008
39,0,0,0.765499711,0.576666415,-0.0700000376,2.46549964,0.620000005,-0.140000075,4.16549969,1.19666648,0,5.86550045,1.24000001,-0.0700000376,7.56549978,1.81666636,-0.140000075,9.26550007,1.86000001,0,10.9655008,2.43666649,-0.0700000376,12.6655006
40,0,0,0.653774738,0.583333075,-0.0750000402,2.35377455,0.620000005,-0.15000008,4.05377483,1.20333314,0,5.7537756,1.24000001,-0.0750000402,7.45377493,1.82333302,-0.15000008,9.15377522,1.86000001,0,10.853776,2.44333315,-0.0750000402,12.5537758
41,0,0,0.53932476,0.589999735,-0.0800000429,2.23932457,0.620000005,-0.160000086,3.93932486,1.2099998,0,5.63932562,1.24000001,-0.0800000429,7.33932495,1.82999969,-0.160000086,9.03932571,1.86000001,0,10.7393265,2.44999981,-0.0800000429,12.4393253
42,0,0,0.422149777,0.596666396,-0.0850000456,2.12214971,0.620000005,-0.170000091,3.82214999,1.21666646,0,5.52215052,1.24000001,-0.0850000456,7.22214985,1.83666635,-0.170000091,8.92215061,1.86000001,0,10.6221514,2.45666647,-0.0850000456,12.3221502
43,0,0,0.302249789,0.603333056,-0.0900000483,2.00224972,0.620000005,-0.180000097,3.70225,1.22333312,0,5.40225077,1.24000001,-0.0900000483,7.1022501,1.84333301,-0.180000097,8.80225086,1.86000001,0,10.5022516,2.46333313,-0.0900000483,12.2022505
44,0,0,0.179624826,0.609999716,-0.095000051,1.87962472,0.620000005,-0.190000102,3.57962513,1.22999978,0,5.27962589,1.24000001,-0.095000051,6.97962523,1.84999967,-0.190000102,8.67962551,1.86000001,0,10.3796263,2.46999979,-0.095000051,12.0796251
45,0,0,0.20352076,0.616666377,-0.100000054,1.75427473,0.620000005,-0.200000107,3.45427513,1.23666644,0,5.15427589,1.24000001,-0.100000054,6.85427523,1.85666633,-0.200000107,8.55427551,1.86000001,0,10.2542763,2.47666645,-0.100000054,11.9542751
46,0,0,0.224691704,0.623333037,-0.105000056,1.62619972,0.620000005,-0.210000113,3.32620025,1.2433331,0,5.02620077,1.24000001,-0.105000056,6.7262001,1.86333299,-0.210000113,8.42620087,1.86000001,0,10.1262016,2.48333311,-0.105000056,11.8262005
47,0,0,0.243137643,0.629999697,-0.110000059,1.49539971,0.620000005,-0.220000118,3.19540024,1.24999976,0,4.895401,1.24000001,-0.110000059,6.59540033,1.86999965,-0.220000118,8.29540062,1.86000001,0,9.99540138,2.48999977,-0.110000059,11.6954002
48,0,0,0.258858591,0.636666358,-0.115000062,1.3618747,0.620000005,-0.230000123,3.06187534,1.25666642,0,4.76187611,1.24000001,-0.115000062,6.46187544,1.87666631,-0.230000123,8.16187572,1.86000001,0,9.86187649,2.49666643,-0.115000062,11.5618753
49,0,0,0.27185452,0.643333018,-0.120000064,1.2256248,0.620000005,-0.240000129,2.92562532,1.26333308,0,4.62562609,1.24000001,-0.120000064,6.32562542,1.88333297,-0.240000129,8.02562618,1.86000001,0,9.72562695,2.50333309,-0.120000064,11.4256258
50,0,0,0.282125443,0.649999678,-0.12500006,1.08664989,0.620000005,-0.250000119,2.78665042,1.26999974,0,4.48665094,1.24000001,-0.12500006,6.18665028,1.88999963,-0.250000119,7.88665104,1.86000001,0,9.5866518,2.50999975,-0.12500006,11.2866507
51,0,0,0.289671391,0.656666338,-0.130000055,0.944949925,0.620000005,-0.26000011,2.64495039,1.2766664,0,4.34495115,1.24000001,-0.130000055,6.04495049,1.89666629,-0.26000011,7.74495125,1.86000001,0,9.44495201,2.51666641,-0.130000055,11.1449509
52,-0.061220739,-1.51147663e-08,0.291588068,0.716147423,-0.135000035,0.915844738,0.620000005,-0.2700001,2.50052547,1.28333306,0,4.20052624,1.24000001,-0.13500005,5.90052557,1.90333295,-0.2700001,7.60052633,1.86000001,0,9.30052662,2.52333307,-0.13500005,11.0005255
53,-0.122441478,-3.02295327e-08,0.293267488,0.775628507,-0.140000015,0.884014547,0.620000005,-0.280000091,2.35337543,1.28999972,0,4.0533762,1.24000001,-0.140000045,5.75337553,1.90999961,-0.280000091,7.45337629,1.86000001,0,9.15337658,2.52999973,-0.140000045,10.8533754
54,-0.183662221,-4.53443008e-08,0.294611126,0.835109591,-0.144999996,0.84945941,0.620000005,-0.290000081,2.20350051,1.29666638,0,3.90350127,1.24000001,-0.145000041,5.60350037,1.91666627,-0.290000081,7.30350113,1.86000001,0,9.00350189,2.53666639,-0.145000041,10.7035007
55,-0.244882956,-6.04590653e-08,0.295685947,0.894590676,-0.149999976,0.812179267,0.620000005,-0.300000072,2.05090046,1.30333304,0,3.75090122,1.24000001,-0.150000036,5.45090055,1.92333293,-0.300000072,7.15090132,1.86000001,0,8.8509016,2.54333305,-0.150000036,10.5509005
56,-0.306103706,-7.55738299e-08,0.296545744,0.95407176,-0.154999956,0.77217412,0.620000005,-0.310000062,1.89557552,1.3099997,0,3.59557629,1.24000001,-0.155000031,5.29557562,1.92999959,-0.310000062,6.99557638,1.86000001,0,8.69557667,2.54999971,-0.155000031,10.3955755
57,-0.367324442,-9.06885944e-08,0.297233522,1.0135529,-0.159999937,0.729443967,0.620000005,-0.320000052,1.73752558,1.31666636,0,3.43752646,1.24000001,-0.160000026,5.13752556,1.93666625,-0.320000052,6.83752632,1.86000001,0,8.53752708,2.55666637,-0.160000026,10.2375259
58,-0.428545177,-1.05803359e-07,0.297783703,1.08476889,-0.167911634,0.652656436,0.609772444,-0.327462345,1.6040585,1.32333302,0,3.27675152,1.24000001,-0.165000021,4.97675085,1.94333291,-0.330000043,6.67675161,1.86000001,0,8.3767519,2.56333303,-0.165000021,10.0767508
59,-0.489765912,-1.20918131e-07,0.298223823,1.15598488,-0.175823331,0.573143959,0.599544883,-0.334924638,1.46786642,1.32999969,0,3.11325169,1.24000001,-0.170000017,4.81325102,1.94999957,-0.340000033,6.51325178,1.86000001,0,8.21325207,2.56999969,-0.170000017,9.91325092
60,-0.550986648,-1.36032895e-07,0.298575908,1.22720087,-0.183735028,0.511250794,0.589317322,-0.342386931,1.32894933,1.33666635,0,2.94702673,1.24000001,-0.175000012,4.64702606,1.95666623,-0.350000024,6.34702682,1.86000001,0,8.04702759,2.57666636,-0.175000012,9.74702644
61,-0.612207413,-1.5114766e-07,0.29885754,1.29841685,-0.191646725,0.446632653,0.579089761,-0.349849224,1.18730724,1.34333301,0,2.77807689,1.24000001,-0.180000007,4.47807598,1.96333289,-0.360000014,6.17807674,1.86000001,0,7.87807751,2.58333302,-0.180000007,9.57807636
62,-0.673428178,-1.66262424e-07,0.299082845,1.36963284,-0.199558422,0.415950239,0.5688622,-0.357311517,1.04294014,1.34999967,0,2.60640192,1.24000001,-0.185000002,4.30640125,1.96999955,-0.370000005,6.00640202,1.86000001,0,7.70640278,2.58999968,-0.185000002,9.40640163
63,-0.734648943,-1.81377189e-07,0.29926306,1.47968268,-0.203052431,0.367859423,0.524788797,-0.368624061,0.973435581,1.35666633,0,2.43200207,1.24000001,-0.189999998,4.1320014,1.97666621,-0.379999995,5.83200216,1.86000001,0,7.53200293,2.59666634,-0.189999998,9.2320013
64,-0.795869708,-1.96491953e-07,0.299407214,1.59658515,-0.204172119,0.374377698,0.474742979,-0.38200596,0.91591537,1.36333299,0,2.25487709,1.24000001,-0.194999993,3.95487642,1.98333287,-0.389999986,5.65487719,1.86000001,0,7.35487795,2.603333,-0.194999993,9.05487633
65,-0.857090473,-2.11606718e-07,0.299522549,1.71348763,-0.205291808,0.37962985,0.424697161,-0.395387858,0.855670154,1.36999965,0,2.07502723,1.24000001,-0.199999988,3.77502656,1.98999953,-0.399999976,5.47502708,1.86000001,0,7.17502785,2.60999966,-0.199999988,8.8750267
66,-0.918311238,-2.26721482e-07,0.299614787,1.8303901,-0.206411496,0.383784622,0.374651343,-0.408769757,0.792699933,1.37666631,0,1.89245236,1.24000001,-0.204999983,3.59245157,1.99666619,-0.409999967,5.29245234,1.86000001,0,6.9924531,2.61666632,-0.204999983,8.69245148
67,-0.979532003,-2.41836261e-07,0.299688578,1.94729257,-0.207531184,0.387078196,0.324605525,-0.422151655,0.727004766,1.38333297,0,1.70715249,1.24000001,-0.209999979,3.4071517,2.00333285,-0.419999957,5.10715246,1.86000001,0,6.80715322,2.62333298,-0.209999979,8.5071516
68,-1.04075277,-2.5695104e-07,0.299747616,2.06419516,-0.208650872,0.389693677,0.274559706,-0.435533553,0.658584595,1.38999963,0,1.51912761,1.24000001,-0.214999974,3.2191267,2.00999951,-0.429999948,4.91912746,1.86000001,0,6.61912823,2.62999964,-0.214999974,8.31912708
69,-1.10197353,-2.72065819e-07,0.299794853,2.18109751,-0.20977056,0.391773641,0.224513888,-0.448915452,0.632347107,1.39666629,0,1.32837772,1.24000001,-0.219999969,3.02837682,2.01666617,-0.439999938,4.72837734,1.86000001,0,6.42837811,2.6366663,-0.219999969,8.12837696
70,-1.1631943,-2.87180598e-07,0.299832642,2.29799986,-0.210890248,0.393429607,0.17446807,-0.46229735,0.603384614,1.40333295,0,1.13490283,1.24000001,-0.224999964,2.83490181,2.02333283,-0.449999928,4.53490257,1.86000001,0,6.23490334,2.64333296,-0.224999964,7.93490219
71,-1.22441506,-3.02295376e-07,0.299862862,2.44448066,-0.235276565,0.394640803,0.124422252,-0.475679249,0.60380882,1.38733101,0.017831333,0.998961151,1.24000001,-0.229999959,2.63870192,2.02999949,-0.459999919,4.33870268,1.86000001,0,6.03870344,2.64999962,-0.229999959,7.7387023
72,-1.28563583,-3.17410155e-07,0.299887031,2.59096146,-0.259662867,0.395714611,0.0743764341,-0.489061147,0.601546168,1.37132907,0.035662666,0.860294461,1.24000001,-0.234999955,2.4397769,2.03666615,-0.469999909,4.13977766,1.86000001,0,5.83977842,2.65666628,-0.234999955,7.53977728
73,-1.34685659,-3.32524934e-07,0.299906373,2.73744226,-0.284049183,0.396571755,0.0243306123,-0.502443016,0.596591175,1.35532713,0.0534939989,0.718902767,1.24000001,-0.23999995,2.23812699,2.04333282,-0.4799999,3.93812776,1.86000001,0,5.63812828,2.66333294,-0.23999995,7.33812714
74,-1.40807736,-3.47639713e-07,0.29992184,2.88392305,-0.3084355,0.397256136,-0.0257152095,-0.515824914,0.589026093,1.33932519,0.0713253319,0.738859951,1.24000001,-0.244999945,2.0337522,2.04999948,-0.48999989,3.73375297,1.86000001,0,5.43375349,2.6699996,-0.244999945,7.13375235
75,-1.46929812,-3.62754491e-07,0.299934208,3.03040385,-0.332821816,0.39780277,-0.0757610351,-0.529206812,0.578914464,1.32332325,0.0891566649,0.756092131,1.24000001,-0.24999994,1.82665229,2.05666614,-0.499999881,3.52665305,1.86000001,0,5.22665358,2.67666626,-0.24999994,6.92665243
76,-1.53051889,-3.7786927e-07,0.299944103,3.17688465,-0.357208133,0.398239523,-0.125806853,-0.542588711,0.566304147,1.34466279,0.134076625,0.771260917,1.2069068,-0.27900672,1.64716291,2.0633328,-0.509999871,3.31682825,1.86000001,0,5.01682854,2.68333292,-0.254999936,6.71682739
77,-1.59173965,-3.92984049e-07,0.29995203,3.32336545,-0.381594449,0.398588568,-0.175852671,-0.555970609,0.551230669,1.37078416,0.18331486,0.780215025,1.16957569,-0.311840475,1.46963716,2.06999946,-0.519999862,3.10427833,1.86000001,0,4.80427885,2.68999958,-0.259999931,6.50427771
78,-1.65296042,-4.08098828e-07,0.299958378,3.46984625,-0.405980766,0.398867548,-0.225898489,-0.569352508,0.533719957,1.40221095,0.238800704,0.78156209,1.12754285,-0.350211054,1.29598713,2.07666612,-0.529999852,2.88900352,1.86000001,0,4.58900404,2.69666624,-0.264999926,6.2890029
79,-1.71418118,-4.23213606e-07,0.299963444,3.61632705,-0.430367082,0.399090588,-0.275944322,-0.582734406,0.513790905,1.43786085,0.301378608,0.774707317,1.08176732,-0.394866854,1.12681568,2.08333278,-0.539999843,2.67100358,1.86000001,0,4.3710041,2.7033329,-0.269999921,6.07100296
80,-1.77540195,-4.38328385e-07,0.299967498,3.76280785,-0.454753399,0.399268895,-0.32599014,-0.596116304,0.491136879,1.47600579,0.370993853,0.7622118,1.03378069,-0.445759356,0.96161741,2.08999944,-0.549999833,2.45027876,1.86000001,0,4.15027905,2.70999956,-0.274999917,5.8502779
81,-1.83662271,-4.53443164e-07,0.299970746,3.90928864,-0.479139715,0.39941147,-0.376035959,-0.609498203,0.465757847,1.51690388,0.461734712,0.743876994,0.983354092,-0.515374005,0.811259031,2.0966661,-0.559999824,2.22682881,1.86000001,0,3.9268291,2.71666622,-0.279999912,5.62682819
82,-1.89784348,-4.68557943e-07,0.299973339,4.05576944,-0.503526032,0.399525493,-0.426081777,-0.622880101,0.438832015,1.55762768,0.56020695,0.724144459,0.933081925,-0.591840446,0.664069653,2.10333276,-0.569999814,2.00065398,1.86000001,0,3.70065427,2.72333288,-0.284999907,5.40065336
83,-1.95906425,-4.83672693e-07,0.299975395,4.20225048,-0.527912319,0.399616659,-0.476127595,-0.636262,0.437845349,1.59835148,0.658679187,0.701686919,0.882809758,-0.668306887,0.673419774,2.10999942,-0.579999804,1.77175415,1.86000001,0,3.47175431,2.72999954,-0.289999902,5.17175341
84,-2.02028489,-4.98787472e-07,0.299977034,4.34873152,-0.552298605,0.399689585,-0.526173413,-0.649643898,0.434401274,1.63907528,0.757151425,0.676504374,0.828693748,-0.742255032,0.698317528,2.12009621,-0.592247069,1.54154539,1.86000001,0,3.24012947,2.7366662,-0.294999897,4.94012833
85,-2.08150554,-5.13902251e-07,0.299978375,4.49521255,-0.576684892,0.399747908,-0.576219261,-0.663025796,0.430250555,1.67979908,0.855623662,0.648596823,0.774577737,-0.816203177,0.720490277,2.130193,-0.604494333,1.30861163,1.86000001,0,3.0057795,2.74333286,-0.299999893,4.7057786
86,-2.14272618,-5.29017029e-07,0.299979419,4.64169359,-0.601071179,0.399794549,-0.626265109,-0.676407695,0.424481481,1.72052288,0.9540959,0.617964327,0.720461726,-0.890151322,0.739938021,2.14028978,-0.616741598,1.07295287,1.86000001,0,2.76870465,2.74999952,-0.304999888,4.46870375
87,-2.20394683,-5.44131808e-07,0.299980283,4.78817463,-0.625457466,0.399831861,-0.676310956,-0.689789593,0.417121619,1.76124668,1.05256808,0.584606826,0.666345716,-0.964099467,0.756660759,2.15038657,-0.628988862,0.834569097,1.86000001,0,2.52890491,2.75666618,-0.309999883,4.22890377
88,-2.26516747,-5.59246587e-07,0.299980968,4.93465567,-0.649843752,0.399861693,-0.726356804,-0.703171492,0.408174872,1.80197048,1.15104032,0.54852432,0.612229705,-1.03804767,0.770658493,2.16048336,-0.641236126,0.593460321,1.86000001,0,2.28638005,2.76333284,-0.314999878,3.98637891
89,-2.32638812,-5.74361366e-07,0.299981505,5.0811367,-0.674230039,0.399885565,-0.776402652,-0.71655339,0.397018135,1.84269428,1.24951255,0.535397589,0.558113694,-1.11199582,0.781931221,2.17058015,-0.653483391,0.622049809,1.86000001,0,2.0411303,2.7699995,-0.319999874,3.74112916
90,-2.38760877,-5.89476144e-07,0.299981952,5.22761774,-0.698616326,0.399904668,-0.8264485,-0.729935288,0.384950846,1.88341808,1.34798479,0.519909978,0.503997684,-1.18594396,0.790478945,2.18067694,-0.665730655,0.64791429,1.86000001,0,1.79315543,2.77666616,-0.324999869,3.49315429
91,-2.44882941,-6.04590923e-07,0.29998228,5.37409878,-0.723002613,0.399919927,-0.876494348,-0.743317187,0.371189713,1.92414188,1.44645703,0.517674506,0.449881703,-1.25989211,0.796301663,2.17280126,-0.677789569,0.636478722,1.87613726,-0.000169096616,1.62248778,2.78333282,-0.329999864,3.24245453
92,-2.51005006,-6.19705702e-07,0.299982548,5.52057981,-0.747388899,0.399932146,-0.926540196,-0.756699085,0.355696708,1.96486568,1.54492927,0.513443053,0.395765722,-1.33384025,0.799399376,2.16152978,-0.714511573,0.68554616,1.89532351,0.0218064617,1.61135876,2.78999949,-0.334999859,2.98902965
93,-2.5712707,-6.34820481e-07,0.299982756,5.66706085,-0.771775186,0.399941921,-0.976586044,-0.770080984,0.338017911,2.00558949,1.6434015,0.507249177,0.341649741,-1.4077884,0.799772084,2.16280365,-0.763143599,0.734208167,1.90324545,0.0544759035,1.64942122,2.79666615,-0.339999855,2.73287988
94,-2.63249135,-6.49935259e-07,0.299982935,5.81354189,-0.796161473,0.399949759,-1.02663183,-0.783462882,0.340398133,2.04631329,1.74187374,0.499148041,0.28753376,-1.48173654,0.797419786,2.18147206,-0.822357833,0.780549705,1.86127818,0.144401819,1.63644195,2.83427453,-0.388115823,2.54906511
95,-2.693712,-6.65050038e-07,0.299983084,5.96002293,-0.82054776,0.399956018,-1.07667768,-0.79684478,0.34232834,2.08703709,1.84034598,0.48916167,0.233417779,-1.55568469,0.792342484,2.20014048,-0.881572068,0.824166238,1.8193109,0.234327734,1.62073767,2.87188292,-0.436231792,2.36252546
